images,label
cat.7429.jpg,1
dog.11913.jpg,0
cat.3289.jpg,1
cat.11410.jpg,1
cat.8475.jpg,1
cat.11204.jpg,1
dog.10804.jpg,0
cat.8121.jpg,1
dog.9789.jpg,0
cat.1684.jpg,1
cat.5986.jpg,1
dog.4067.jpg,0
dog.3882.jpg,0
dog.1845.jpg,0
cat.10571.jpg,1
dog.7868.jpg,0
dog.4925.jpg,0
dog.1159.jpg,0
dog.10345.jpg,0
cat.6749.jpg,1
dog.7556.jpg,0
cat.8705.jpg,1
cat.7085.jpg,1
cat.8574.jpg,1
cat.12017.jpg,1
cat.1174.jpg,1
cat.2274.jpg,1
cat.5679.jpg,1
dog.9486.jpg,0
cat.9937.jpg,1
dog.12254.jpg,0
dog.8473.jpg,0
dog.10753.jpg,0
dog.2418.jpg,0
cat.6384.jpg,1
cat.11229.jpg,1
cat.5559.jpg,1
dog.5065.jpg,0
dog.290.jpg,0
cat.11187.jpg,1
dog.5275.jpg,0
cat.6694.jpg,1
cat.10185.jpg,1
dog.5684.jpg,0
cat.4663.jpg,1
cat.2988.jpg,1
dog.1025.jpg,0
cat.6925.jpg,1
cat.4264.jpg,1
cat.4020.jpg,1
cat.6915.jpg,1
dog.5712.jpg,0
dog.2755.jpg,0
cat.4976.jpg,1
cat.10489.jpg,1
dog.690.jpg,0
cat.5867.jpg,1
cat.2623.jpg,1
dog.6158.jpg,0
dog.6523.jpg,0
cat.2458.jpg,1
dog.4738.jpg,0
dog.253.jpg,0
dog.8832.jpg,0
cat.5292.jpg,1
dog.9987.jpg,0
cat.9738.jpg,1
dog.3980.jpg,0
cat.2590.jpg,1
cat.12254.jpg,1
cat.2240.jpg,1
cat.570.jpg,1
dog.9262.jpg,0
cat.9302.jpg,1
dog.11670.jpg,0
cat.1738.jpg,1
cat.2674.jpg,1
cat.6513.jpg,1
dog.2234.jpg,0
dog.559.jpg,0
dog.9310.jpg,0
dog.7336.jpg,0
cat.11287.jpg,1
dog.11974.jpg,0
dog.2585.jpg,0
dog.8863.jpg,0
cat.7791.jpg,1
cat.4041.jpg,1
dog.10469.jpg,0
cat.6698.jpg,1
cat.5261.jpg,1
dog.4493.jpg,0
cat.4397.jpg,1
dog.6628.jpg,0
cat.3388.jpg,1
dog.199.jpg,0
cat.10877.jpg,1
cat.2874.jpg,1
dog.4084.jpg,0
cat.607.jpg,1
dog.2410.jpg,0
dog.2458.jpg,0
dog.846.jpg,0
cat.3120.jpg,1
cat.4500.jpg,1
cat.454.jpg,1
cat.10825.jpg,1
cat.132.jpg,1
cat.442.jpg,1
cat.3976.jpg,1
cat.3745.jpg,1
dog.8976.jpg,0
cat.9088.jpg,1
cat.3728.jpg,1
cat.2247.jpg,1
dog.10627.jpg,0
dog.1427.jpg,0
dog.8274.jpg,0
cat.5548.jpg,1
dog.6681.jpg,0
cat.6680.jpg,1
cat.2110.jpg,1
dog.6416.jpg,0
dog.2600.jpg,0
dog.6501.jpg,0
cat.9327.jpg,1
dog.12152.jpg,0
cat.6928.jpg,1
dog.5628.jpg,0
cat.7464.jpg,1
dog.10900.jpg,0
cat.6139.jpg,1
cat.3917.jpg,1
dog.9705.jpg,0
dog.9217.jpg,0
dog.6637.jpg,0
cat.7792.jpg,1
dog.9330.jpg,0
dog.739.jpg,0
cat.7481.jpg,1
dog.3186.jpg,0
dog.9398.jpg,0
dog.7965.jpg,0
dog.2818.jpg,0
cat.5387.jpg,1
dog.7959.jpg,0
dog.250.jpg,0
cat.4860.jpg,1
cat.9718.jpg,1
dog.10590.jpg,0
dog.4848.jpg,0
dog.9057.jpg,0
cat.9570.jpg,1
dog.11593.jpg,0
dog.4827.jpg,0
dog.5325.jpg,0
dog.10562.jpg,0
cat.6269.jpg,1
dog.8716.jpg,0
dog.5163.jpg,0
cat.2310.jpg,1
dog.2392.jpg,0
dog.11885.jpg,0
dog.11864.jpg,0
dog.3710.jpg,0
cat.6037.jpg,1
dog.12179.jpg,0
dog.9123.jpg,0
cat.5789.jpg,1
cat.185.jpg,1
dog.7154.jpg,0
dog.4205.jpg,0
cat.7479.jpg,1
cat.797.jpg,1
cat.4258.jpg,1
dog.11559.jpg,0
cat.7801.jpg,1
cat.9715.jpg,1
dog.9458.jpg,0
dog.7491.jpg,0
dog.2990.jpg,0
dog.2326.jpg,0
cat.7272.jpg,1
cat.10255.jpg,1
cat.7146.jpg,1
cat.3571.jpg,1
cat.1859.jpg,1
dog.638.jpg,0
dog.2616.jpg,0
cat.9457.jpg,1
dog.4174.jpg,0
dog.3175.jpg,0
cat.6648.jpg,1
cat.11412.jpg,1
dog.106.jpg,0
cat.838.jpg,1
cat.2542.jpg,1
cat.9020.jpg,1
cat.10221.jpg,1
dog.3875.jpg,0
dog.2230.jpg,0
dog.2420.jpg,0
cat.11319.jpg,1
cat.2174.jpg,1
dog.3970.jpg,0
cat.7811.jpg,1
dog.1153.jpg,0
dog.9873.jpg,0
dog.10964.jpg,0
dog.367.jpg,0
cat.3159.jpg,1
dog.3498.jpg,0
cat.2865.jpg,1
cat.2925.jpg,1
cat.6433.jpg,1
cat.4045.jpg,1
cat.6180.jpg,1
cat.339.jpg,1
dog.2396.jpg,0
cat.1387.jpg,1
cat.5250.jpg,1
cat.10534.jpg,1
cat.12332.jpg,1
cat.11403.jpg,1
dog.9525.jpg,0
dog.11174.jpg,0
dog.4869.jpg,0
cat.9459.jpg,1
dog.1088.jpg,0
cat.6886.jpg,1
dog.9829.jpg,0
cat.11451.jpg,1
cat.6566.jpg,1
cat.5115.jpg,1
cat.3214.jpg,1
dog.9607.jpg,0
cat.2728.jpg,1
dog.957.jpg,0
cat.8950.jpg,1
dog.4525.jpg,0
cat.8210.jpg,1
cat.6196.jpg,1
dog.10667.jpg,0
cat.11033.jpg,1
dog.826.jpg,0
dog.6053.jpg,0
dog.2650.jpg,0
cat.7330.jpg,1
dog.12028.jpg,0
dog.465.jpg,0
cat.3310.jpg,1
cat.12416.jpg,1
dog.10695.jpg,0
dog.11341.jpg,0
dog.2868.jpg,0
dog.10016.jpg,0
dog.5290.jpg,0
cat.12468.jpg,1
dog.1013.jpg,0
cat.12206.jpg,1
cat.8704.jpg,1
dog.4652.jpg,0
cat.10733.jpg,1
cat.11618.jpg,1
dog.6887.jpg,0
cat.2232.jpg,1
dog.266.jpg,0
cat.10712.jpg,1
cat.216.jpg,1
cat.3177.jpg,1
cat.9726.jpg,1
dog.8927.jpg,0
dog.5481.jpg,0
cat.11745.jpg,1
dog.2627.jpg,0
cat.28.jpg,1
dog.7742.jpg,0
dog.11102.jpg,0
cat.845.jpg,1
dog.1868.jpg,0
cat.3798.jpg,1
dog.1096.jpg,0
cat.3414.jpg,1
cat.5496.jpg,1
dog.1933.jpg,0
dog.1323.jpg,0
dog.9072.jpg,0
dog.7599.jpg,0
dog.6144.jpg,0
dog.10291.jpg,0
cat.1868.jpg,1
dog.11223.jpg,0
dog.5569.jpg,0
dog.6778.jpg,0
dog.7224.jpg,0
dog.6710.jpg,0
dog.1908.jpg,0
cat.10715.jpg,1
dog.8219.jpg,0
cat.6300.jpg,1
dog.9236.jpg,0
cat.8241.jpg,1
cat.9896.jpg,1
dog.9739.jpg,0
cat.7068.jpg,1
dog.2682.jpg,0
dog.9434.jpg,0
cat.3223.jpg,1
cat.10170.jpg,1
cat.2732.jpg,1
cat.5409.jpg,1
dog.2190.jpg,0
dog.807.jpg,0
dog.4621.jpg,0
dog.9154.jpg,0
dog.2150.jpg,0
cat.11206.jpg,1
dog.8687.jpg,0
dog.3233.jpg,0
cat.1439.jpg,1
dog.12349.jpg,0
dog.3047.jpg,0
cat.6608.jpg,1
dog.2122.jpg,0
dog.1213.jpg,0
dog.772.jpg,0
cat.10737.jpg,1
dog.3505.jpg,0
dog.4947.jpg,0
dog.1367.jpg,0
dog.3880.jpg,0
cat.6861.jpg,1
dog.2226.jpg,0
dog.7773.jpg,0
cat.5365.jpg,1
cat.7078.jpg,1
dog.6487.jpg,0
cat.8923.jpg,1
dog.12235.jpg,0
cat.2683.jpg,1
cat.8759.jpg,1
dog.6553.jpg,0
dog.11208.jpg,0
cat.7742.jpg,1
cat.6221.jpg,1
dog.11856.jpg,0
cat.7194.jpg,1
dog.4365.jpg,0
cat.11479.jpg,1
cat.6329.jpg,1
dog.9161.jpg,0
cat.5830.jpg,1
cat.1335.jpg,1
dog.8666.jpg,0
cat.8228.jpg,1
dog.3069.jpg,0
dog.11061.jpg,0
cat.2517.jpg,1
dog.6689.jpg,0
cat.4076.jpg,1
cat.8323.jpg,1
dog.5629.jpg,0
dog.11869.jpg,0
cat.4633.jpg,1
dog.2228.jpg,0
cat.6852.jpg,1
cat.3506.jpg,1
cat.10300.jpg,1
dog.3934.jpg,0
dog.11190.jpg,0
cat.7520.jpg,1
cat.12300.jpg,1
cat.895.jpg,1
cat.8011.jpg,1
cat.7001.jpg,1
cat.11828.jpg,1
cat.8460.jpg,1
cat.5572.jpg,1
dog.1116.jpg,0
dog.9490.jpg,0
cat.7977.jpg,1
dog.8059.jpg,0
cat.9152.jpg,1
cat.11379.jpg,1
dog.4373.jpg,0
dog.7059.jpg,0
dog.11220.jpg,0
dog.8611.jpg,0
cat.9293.jpg,1
cat.3411.jpg,1
dog.39.jpg,0
cat.1513.jpg,1
dog.8249.jpg,0
dog.1509.jpg,0
dog.3511.jpg,0
dog.8125.jpg,0
dog.3163.jpg,0
cat.3795.jpg,1
dog.8892.jpg,0
dog.6902.jpg,0
cat.5096.jpg,1
cat.4072.jpg,1
cat.6858.jpg,1
dog.660.jpg,0
dog.61.jpg,0
dog.4811.jpg,0
dog.7415.jpg,0
cat.6979.jpg,1
cat.10989.jpg,1
dog.60.jpg,0
cat.12491.jpg,1
cat.6929.jpg,1
dog.1644.jpg,0
cat.8001.jpg,1
dog.10226.jpg,0
dog.8775.jpg,0
dog.1470.jpg,0
cat.8284.jpg,1
dog.11839.jpg,0
dog.5751.jpg,0
dog.11069.jpg,0
cat.10620.jpg,1
dog.2477.jpg,0
cat.10189.jpg,1
dog.10304.jpg,0
dog.12296.jpg,0
cat.11258.jpg,1
cat.3714.jpg,1
cat.9014.jpg,1
dog.3275.jpg,0
cat.1154.jpg,1
cat.7482.jpg,1
cat.8726.jpg,1
cat.4695.jpg,1
cat.11613.jpg,1
cat.912.jpg,1
dog.8474.jpg,0
dog.2528.jpg,0
cat.3600.jpg,1
dog.9978.jpg,0
dog.9558.jpg,0
cat.6215.jpg,1
dog.6810.jpg,0
cat.11181.jpg,1
cat.923.jpg,1
dog.3305.jpg,0
dog.6331.jpg,0
cat.4884.jpg,1
dog.11752.jpg,0
cat.8780.jpg,1
dog.9223.jpg,0
dog.10479.jpg,0
cat.10570.jpg,1
cat.9657.jpg,1
dog.9660.jpg,0
cat.7795.jpg,1
dog.11000.jpg,0
cat.10789.jpg,1
dog.7624.jpg,0
cat.700.jpg,1
dog.3626.jpg,0
dog.9913.jpg,0
cat.5578.jpg,1
cat.9259.jpg,1
cat.3498.jpg,1
cat.12010.jpg,1
cat.7448.jpg,1
dog.940.jpg,0
dog.417.jpg,0
dog.3264.jpg,0
dog.3953.jpg,0
cat.5811.jpg,1
cat.835.jpg,1
dog.11797.jpg,0
dog.203.jpg,0
cat.9019.jpg,1
dog.10095.jpg,0
dog.7934.jpg,0
cat.7640.jpg,1
cat.1362.jpg,1
cat.6237.jpg,1
dog.1539.jpg,0
cat.6473.jpg,1
dog.5171.jpg,0
dog.10699.jpg,0
dog.3654.jpg,0
dog.2524.jpg,0
dog.11172.jpg,0
dog.4064.jpg,0
dog.6091.jpg,0
cat.9702.jpg,1
cat.4758.jpg,1
dog.4803.jpg,0
dog.1039.jpg,0
dog.5160.jpg,0
dog.11680.jpg,0
cat.11560.jpg,1
cat.3677.jpg,1
dog.4754.jpg,0
cat.218.jpg,1
cat.7079.jpg,1
cat.10599.jpg,1
dog.3650.jpg,0
dog.3726.jpg,0
cat.1389.jpg,1
cat.9573.jpg,1
dog.11663.jpg,0
cat.6500.jpg,1
dog.10687.jpg,0
dog.2759.jpg,0
dog.6354.jpg,0
dog.5559.jpg,0
cat.9835.jpg,1
dog.11695.jpg,0
cat.11950.jpg,1
dog.9395.jpg,0
cat.7538.jpg,1
cat.5.jpg,1
cat.9698.jpg,1
dog.1950.jpg,0
cat.8268.jpg,1
dog.1224.jpg,0
cat.6057.jpg,1
cat.8585.jpg,1
cat.4684.jpg,1
cat.3542.jpg,1
cat.4835.jpg,1
cat.10117.jpg,1
dog.10836.jpg,0
dog.7408.jpg,0
dog.7538.jpg,0
cat.5956.jpg,1
cat.12354.jpg,1
cat.7320.jpg,1
dog.2593.jpg,0
cat.10753.jpg,1
cat.8584.jpg,1
cat.8663.jpg,1
dog.5919.jpg,0
dog.7996.jpg,0
dog.9904.jpg,0
dog.3894.jpg,0
cat.456.jpg,1
dog.11398.jpg,0
dog.4956.jpg,0
dog.7521.jpg,0
dog.3845.jpg,0
dog.1546.jpg,0
cat.7054.jpg,1
cat.5783.jpg,1
cat.2805.jpg,1
dog.834.jpg,0
cat.627.jpg,1
cat.964.jpg,1
dog.3177.jpg,0
cat.1698.jpg,1
cat.7490.jpg,1
dog.4569.jpg,0
dog.3406.jpg,0
dog.7746.jpg,0
dog.2352.jpg,0
dog.7105.jpg,0
dog.478.jpg,0
dog.4899.jpg,0
dog.176.jpg,0
dog.11625.jpg,0
dog.3269.jpg,0
cat.3995.jpg,1
cat.487.jpg,1
dog.7671.jpg,0
dog.5405.jpg,0
dog.5840.jpg,0
dog.4721.jpg,0
cat.5306.jpg,1
dog.3935.jpg,0
dog.2716.jpg,0
cat.11448.jpg,1
dog.512.jpg,0
cat.3228.jpg,1
dog.3580.jpg,0
dog.8900.jpg,0
dog.1356.jpg,0
dog.7849.jpg,0
dog.1769.jpg,0
dog.2918.jpg,0
dog.7977.jpg,0
dog.9814.jpg,0
dog.2224.jpg,0
cat.258.jpg,1
dog.483.jpg,0
dog.4377.jpg,0
cat.3144.jpg,1
dog.5996.jpg,0
dog.6518.jpg,0
cat.5618.jpg,1
dog.4941.jpg,0
dog.8173.jpg,0
dog.8699.jpg,0
cat.4433.jpg,1
dog.10372.jpg,0
dog.4749.jpg,0
cat.1655.jpg,1
cat.270.jpg,1
cat.10745.jpg,1
dog.974.jpg,0
dog.5443.jpg,0
cat.12396.jpg,1
cat.6017.jpg,1
dog.4285.jpg,0
cat.2012.jpg,1
cat.6752.jpg,1
dog.385.jpg,0
cat.6111.jpg,1
dog.206.jpg,0
dog.4130.jpg,0
cat.554.jpg,1
dog.8753.jpg,0
dog.7206.jpg,0
cat.7067.jpg,1
cat.1352.jpg,1
dog.303.jpg,0
cat.9001.jpg,1
dog.3942.jpg,0
cat.9178.jpg,1
dog.899.jpg,0
dog.8869.jpg,0
dog.10600.jpg,0
cat.5361.jpg,1
dog.8685.jpg,0
cat.4528.jpg,1
dog.746.jpg,0
dog.2264.jpg,0
cat.8478.jpg,1
dog.11931.jpg,0
cat.8827.jpg,1
dog.5462.jpg,0
dog.7988.jpg,0
dog.5245.jpg,0
cat.5084.jpg,1
cat.4878.jpg,1
cat.7122.jpg,1
cat.7206.jpg,1
dog.171.jpg,0
cat.9344.jpg,1
cat.7653.jpg,1
dog.3415.jpg,0
dog.2538.jpg,0
dog.7445.jpg,0
cat.5779.jpg,1
dog.10591.jpg,0
cat.7147.jpg,1
dog.10102.jpg,0
cat.7535.jpg,1
dog.2754.jpg,0
cat.7283.jpg,1
cat.10197.jpg,1
cat.8870.jpg,1
cat.2384.jpg,1
dog.10500.jpg,0
cat.5161.jpg,1
dog.9098.jpg,0
dog.8889.jpg,0
dog.3728.jpg,0
cat.4816.jpg,1
cat.11774.jpg,1
dog.9397.jpg,0
dog.9521.jpg,0
cat.7299.jpg,1
dog.9689.jpg,0
dog.4185.jpg,0
dog.2249.jpg,0
cat.7519.jpg,1
dog.1500.jpg,0
cat.9360.jpg,1
cat.6179.jpg,1
dog.11430.jpg,0
dog.394.jpg,0
dog.3685.jpg,0
cat.9728.jpg,1
dog.4608.jpg,0
cat.1535.jpg,1
dog.10257.jpg,0
cat.2600.jpg,1
cat.297.jpg,1
dog.7265.jpg,0
cat.11298.jpg,1
dog.11336.jpg,0
dog.5586.jpg,0
dog.688.jpg,0
dog.8789.jpg,0
dog.6797.jpg,0
cat.3225.jpg,1
dog.5707.jpg,0
cat.1748.jpg,1
cat.5060.jpg,1
dog.1764.jpg,0
dog.404.jpg,0
dog.92.jpg,0
cat.4915.jpg,1
dog.12356.jpg,0
cat.907.jpg,1
dog.204.jpg,0
dog.11289.jpg,0
cat.11334.jpg,1
cat.8372.jpg,1
dog.9455.jpg,0
dog.9731.jpg,0
dog.1774.jpg,0
cat.6624.jpg,1
cat.10291.jpg,1
dog.1472.jpg,0
dog.6392.jpg,0
cat.1420.jpg,1
cat.10806.jpg,1
cat.635.jpg,1
dog.8502.jpg,0
dog.12367.jpg,0
dog.2618.jpg,0
cat.9758.jpg,1
cat.8339.jpg,1
dog.4502.jpg,0
cat.7876.jpg,1
cat.1777.jpg,1
dog.10128.jpg,0
cat.3450.jpg,1
cat.7060.jpg,1
cat.9809.jpg,1
cat.11678.jpg,1
cat.10937.jpg,1
cat.44.jpg,1
dog.1833.jpg,0
dog.4114.jpg,0
cat.12357.jpg,1
cat.5875.jpg,1
cat.4521.jpg,1
dog.11761.jpg,0
dog.6701.jpg,0
cat.1027.jpg,1
dog.4164.jpg,0
dog.9594.jpg,0
dog.7001.jpg,0
dog.6992.jpg,0
cat.590.jpg,1
cat.705.jpg,1
cat.5489.jpg,1
dog.12188.jpg,0
dog.1334.jpg,0
dog.4699.jpg,0
dog.687.jpg,0
dog.4536.jpg,0
cat.10171.jpg,1
cat.11681.jpg,1
cat.4218.jpg,1
cat.4324.jpg,1
dog.6758.jpg,0
cat.2715.jpg,1
dog.1055.jpg,0
cat.3622.jpg,1
dog.10598.jpg,0
dog.11303.jpg,0
cat.9445.jpg,1
cat.4691.jpg,1
cat.605.jpg,1
cat.8369.jpg,1
dog.10340.jpg,0
cat.11898.jpg,1
dog.280.jpg,0
cat.2496.jpg,1
cat.9161.jpg,1
cat.9125.jpg,1
cat.8466.jpg,1
dog.1652.jpg,0
cat.4069.jpg,1
cat.10412.jpg,1
dog.5027.jpg,0
dog.5353.jpg,0
dog.6715.jpg,0
cat.10110.jpg,1
dog.7500.jpg,0
cat.1650.jpg,1
cat.10611.jpg,1
dog.11183.jpg,0
dog.2050.jpg,0
cat.5369.jpg,1
dog.5567.jpg,0
cat.2472.jpg,1
dog.9625.jpg,0
cat.12445.jpg,1
dog.6456.jpg,0
cat.1057.jpg,1
cat.7551.jpg,1
dog.12248.jpg,0
cat.6702.jpg,1
cat.11571.jpg,1
dog.10249.jpg,0
dog.7646.jpg,0
cat.3916.jpg,1
dog.596.jpg,0
cat.81.jpg,1
cat.7141.jpg,1
cat.3638.jpg,1
cat.2053.jpg,1
dog.1301.jpg,0
cat.5949.jpg,1
dog.1432.jpg,0
dog.2708.jpg,0
dog.2425.jpg,0
dog.5152.jpg,0
dog.7622.jpg,0
cat.9230.jpg,1
cat.4919.jpg,1
dog.8941.jpg,0
dog.463.jpg,0
dog.44.jpg,0
cat.1126.jpg,1
cat.4611.jpg,1
dog.8568.jpg,0
cat.8742.jpg,1
dog.454.jpg,0
cat.9155.jpg,1
cat.2538.jpg,1
dog.1916.jpg,0
cat.2249.jpg,1
dog.3058.jpg,0
cat.5166.jpg,1
cat.2722.jpg,1
cat.12194.jpg,1
cat.4770.jpg,1
dog.5006.jpg,0
cat.7144.jpg,1
dog.10927.jpg,0
cat.6243.jpg,1
dog.9424.jpg,0
cat.7581.jpg,1
cat.8685.jpg,1
cat.10968.jpg,1
dog.4322.jpg,0
dog.6241.jpg,0
dog.11013.jpg,0
dog.1348.jpg,0
cat.3013.jpg,1
dog.1690.jpg,0
cat.2390.jpg,1
cat.8270.jpg,1
dog.7783.jpg,0
dog.2794.jpg,0
dog.1089.jpg,0
dog.4772.jpg,0
dog.10502.jpg,0
dog.6086.jpg,0
cat.4527.jpg,1
dog.2681.jpg,0
cat.5147.jpg,1
dog.3865.jpg,0
dog.3611.jpg,0
dog.11587.jpg,0
dog.1408.jpg,0
cat.8375.jpg,1
cat.10225.jpg,1
cat.5982.jpg,1
cat.6232.jpg,1
cat.3002.jpg,1
dog.12266.jpg,0
dog.3605.jpg,0
dog.4543.jpg,0
dog.8932.jpg,0
dog.10987.jpg,0
cat.3330.jpg,1
dog.4777.jpg,0
cat.9085.jpg,1
dog.4328.jpg,0
cat.7964.jpg,1
dog.3599.jpg,0
cat.6150.jpg,1
cat.11919.jpg,1
cat.1968.jpg,1
dog.7319.jpg,0
dog.539.jpg,0
dog.9574.jpg,0
dog.3570.jpg,0
cat.8762.jpg,1
dog.113.jpg,0
dog.5184.jpg,0
cat.9051.jpg,1
cat.2176.jpg,1
cat.2802.jpg,1
cat.11198.jpg,1
dog.5019.jpg,0
cat.6557.jpg,1
dog.6737.jpg,0
cat.8962.jpg,1
dog.3766.jpg,0
dog.12390.jpg,0
dog.8412.jpg,0
cat.6122.jpg,1
dog.9329.jpg,0
dog.10990.jpg,0
cat.2631.jpg,1
dog.3492.jpg,0
cat.7517.jpg,1
dog.8296.jpg,0
dog.4406.jpg,0
dog.5235.jpg,0
dog.645.jpg,0
cat.5359.jpg,1
cat.8327.jpg,1
dog.12419.jpg,0
cat.10696.jpg,1
cat.10055.jpg,1
cat.5179.jpg,1
dog.8848.jpg,0
cat.4578.jpg,1
cat.2335.jpg,1
cat.9251.jpg,1
dog.715.jpg,0
dog.2459.jpg,0
dog.10209.jpg,0
dog.9710.jpg,0
dog.11332.jpg,0
cat.11437.jpg,1
dog.10802.jpg,0
cat.2678.jpg,1
cat.2884.jpg,1
cat.1095.jpg,1
dog.102.jpg,0
cat.10893.jpg,1
cat.577.jpg,1
dog.8669.jpg,0
cat.7322.jpg,1
cat.4560.jpg,1
cat.9613.jpg,1
cat.11963.jpg,1
dog.1193.jpg,0
dog.2361.jpg,0
dog.9844.jpg,0
cat.6060.jpg,1
dog.1028.jpg,0
dog.4930.jpg,0
cat.10730.jpg,1
cat.5857.jpg,1
cat.8004.jpg,1
cat.3292.jpg,1
cat.10892.jpg,1
cat.9873.jpg,1
cat.1291.jpg,1
cat.11931.jpg,1
cat.349.jpg,1
dog.9845.jpg,0
dog.6255.jpg,0
dog.5482.jpg,0
cat.7698.jpg,1
cat.9462.jpg,1
dog.10373.jpg,0
dog.837.jpg,0
cat.1376.jpg,1
dog.2638.jpg,0
cat.11620.jpg,1
cat.11932.jpg,1
dog.9440.jpg,0
cat.9435.jpg,1
cat.7387.jpg,1
cat.8721.jpg,1
cat.6755.jpg,1
cat.4151.jpg,1
dog.12466.jpg,0
dog.10007.jpg,0
dog.10942.jpg,0
dog.3499.jpg,0
cat.9545.jpg,1
